amount~payment_date~gl_date~payment_ref~currency_code~remittance_msg~supplier_num~supplier_name~payment_number~invoice_number~company_code~company~pay_from_acct_num~remittance_bank~payment_method~gl_account~object
-990~03-MAY-23~03-MAY-23~~SEK~Kreditnota 4091007461~~~3276374~10991811~000771~Bring Parcels AB~5443106~Nordea Internal Sverige~EFT~192100~000000
124544~09-MAY-23~04-MAY-23~~SEK~~12009491~DELL PETTERSSON DESIGN & INREDNING AB~3282266~12808~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
1875~09-MAY-23~04-MAY-23~~SEK~~12010615~KOMMANDITBOLAGET JOSEFINA-IB~3282902~2192016604~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
9704,34~09-MAY-23~04-MAY-23~~SEK~~10016052~LEASEPLAN SVERIGE AB~3282870~100000152573~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
222,44~09-MAY-23~04-MAY-23~~SEK~~12008665~ROPO CAPITAL SWEDEN AB~3282857~2192408_Rest~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
1497~09-MAY-23~04-MAY-23~~SEK~~12010243~BARKARBY JÄRFÄLLA SÄBY 3:22 AB~3282897~501003094~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
4375~09-MAY-23~04-MAY-23~~SEK~~12010124~GALERIE BÖRJESON AKTIEBOLAG~3282891~328~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
1497~09-MAY-23~04-MAY-23~~SEK~~12010243~BARKARBY JÄRFÄLLA SÄBY 3:22 AB~3282896~501002924~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
1875~09-MAY-23~04-MAY-23~~SEK~~12010615~KOMMANDITBOLAGET JOSEFINA-IB~3282901~2187327503~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
2295~09-MAY-23~04-MAY-23~~SEK~~12006108~BOXON AB~3282855~2002312576~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
16195~09-MAY-23~04-MAY-23~1090330109~SEK~~12004756~DNB FINANS EN DEL AV DNB BANK ASA, FILAL SVERIGE~3282852~1090330109~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
29565,92~09-MAY-23~04-MAY-23~~SEK~~12001237~BRING COURIER & EXPRESS AB~3282877~8077396~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
147171~09-MAY-23~04-MAY-23~~SEK~~12010897~ATTEVIKS LASTBILAR AB~3282865~153314807~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
10500~09-MAY-23~04-MAY-23~~SEK~~12010941~GOTHEV TORPAVALLEN AB~3282866~330100145~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
72500~09-MAY-23~04-MAY-23~~SEK~~12010815~APCOA PARKING SVERIGE AB~3282864~130038698~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
13171~09-MAY-23~04-MAY-23~~SEK~~12007886~KONDITORI ROSETTEN~3282856~6921~000771~Bring Parcels AB~7555295~Nordea Internal Sverige~EFT~192800~000000
